"ResponseId","HHResponseId","HHCODE","PERCODE","PERNAME","DIARY","DATE","PLANO1","PLACE1","ACTIVITY1","PLOC1","PLOC1_PID","PLOC1_LAT","PLOC1_LNG","PLOC1_APPROX","PLOC1_GEOID","DEP_TIME","MODE","PEOPLE","VEHICLE","PLANO2","PLACE2","ACTIVITY2","PLOC2","PLOC2_PID","PLOC2_LAT","PLOC2_LNG","PLOC2_APPROX","PLOC2_GEOID","ARR_TIME","TRIP_TIME","DIST_D","DIST_W","DIST_B","DIST_T","TIME_D","TIME_W","TIME_B","TIME_T","TEXT_T","DIST","TIME"
"R_vlx4Lybl7VfrwvD","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-14,1,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-14 14:15:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-14 14:25:00,10,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.86666666666667,10.5833333333333,2.4,NA,"transit_not_in_trek",0.534379225324107,1.86666666666667
"R_vlx4Lybl7VfrwvD","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-14,2,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-14 18:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-14 18:05:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.95,10.7666666666667,2.61666666666667,NA,"transit_not_in_trek",0.534379225324107,1.95
"R_3QESmHQj2hBLFT0","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-15,1,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-15 11:25:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",2,"Other place","Eat meal at restaurant","","",NA,NA,FALSE,"490050004011",2019-01-15 11:35:00,10,2.08035075161059,2.03064105623161,2.133788674143,2.20897458840372,6.63333333333333,40.7833333333333,11.7166666666667,18.6666666666667,"",2.08035075161059,6.63333333333333
"R_3QESmHQj2hBLFT0","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-15,2,"Other place","Eat meal at restaurant","","",NA,NA,FALSE,"490050004011",2019-01-15 12:10:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",3,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-15 12:20:00,10,2.06730195657361,2.03064105623161,2.11017656883799,2.24998508709139,7.26666666666667,40.8666666666667,11.7,17.9666666666667,"",2.06730195657361,7.26666666666667
"R_3QESmHQj2hBLFT0","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-15,3,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-15 14:20:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",4,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-15 14:25:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.86666666666667,10.5833333333333,2.4,NA,"transit_not_in_trek",0.534379225324107,1.86666666666667
"R_3QESmHQj2hBLFT0","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-15,4,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-15 18:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",5,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-15 18:05:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.95,10.7666666666667,2.61666666666667,NA,"transit_not_in_trek",0.534379225324107,1.95
"R_ZpXvpFzaj9lheIp","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-16,1,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-16 09:35:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",2,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050008003",2019-01-16 09:45:00,10,0.910930167819932,0.89974548635966,0.910930167819932,1.04638908772767,3.68333333333333,18.8166666666667,6.43333333333333,10,"",0.910930167819932,3.68333333333333
"R_ZpXvpFzaj9lheIp","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-16,2,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050008003",2019-01-16 10:10:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050006002",2019-01-16 10:25:00,15,1.09796289668337,0.988601566849598,0.988601566849598,1.22037302155412,3.98333333333333,19.35,4.6,7.78333333333333,"",1.09796289668337,3.98333333333333
"R_ZpXvpFzaj9lheIp","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-16,3,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050006002",2019-01-16 10:35:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",4,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-16 10:40:00,5,1.56150580609242,1.53167998886503,1.5378937007874,1.85789986478963,5.23333333333333,30.65,8.93333333333333,15.4833333333333,"",1.56150580609242,5.23333333333333
"R_ZpXvpFzaj9lheIp","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-16,4,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-16 14:20:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",5,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-16 14:25:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.86666666666667,10.5833333333333,2.4,NA,"transit_not_in_trek",0.534379225324107,1.86666666666667
"R_ZpXvpFzaj9lheIp","R_31azKpDQ6qViwuL",1002,1,"","DIARY12",2019-01-16,5,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-16 18:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",6,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-16 18:05:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.95,10.7666666666667,2.61666666666667,NA,"transit_not_in_trek",0.534379225324107,1.95
"R_OjyM4QDKpQ4v2q5","R_31azKpDQ6qViwuL",1002,1,"","DIARY3",2019-01-29,1,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-29 14:10:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-29 14:20:00,10,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.86666666666667,10.5833333333333,2.4,NA,"transit_not_in_trek",0.534379225324107,1.86666666666667
"R_OjyM4QDKpQ4v2q5","R_31azKpDQ6qViwuL",1002,1,"","DIARY3",2019-01-29,2,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-29 18:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-29 18:05:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.95,10.7666666666667,2.61666666666667,NA,"transit_not_in_trek",0.534379225324107,1.95
"R_25ti3ShvrcTVI7D","R_31azKpDQ6qViwuL",1002,1,"","DIARY4",2019-01-30,1,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-30 11:05:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050011011",2019-01-30 11:15:00,10,2.07662252445717,1.76158732999284,1.83863735783027,2.08345760757178,5.78333333333333,34.7333333333333,9.8,15.25,"",2.07662252445717,5.78333333333333
"R_25ti3ShvrcTVI7D","R_31azKpDQ6qViwuL",1002,1,"","DIARY4",2019-01-30,2,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050011011",2019-01-30 11:35:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-30 11:45:00,10,1.76469418595403,1.76158732999284,1.83863735783027,2.1536725522946,6.2,35.5,11.2333333333333,14.5333333333333,"",1.76469418595403,6.2
"R_25ti3ShvrcTVI7D","R_31azKpDQ6qViwuL",1002,1,"","DIARY4",2019-01-30,3,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-30 14:20:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",4,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-30 14:25:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.86666666666667,10.5833333333333,2.4,NA,"transit_not_in_trek",0.534379225324107,1.86666666666667
"R_25ti3ShvrcTVI7D","R_31azKpDQ6qViwuL",1002,1,"","DIARY4",2019-01-30,4,"Primary job","Work activities","","",NA,NA,FALSE,"490050010022",2019-01-30 18:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",5,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-01-30 18:05:00,5,0.534379225324107,0.532515111747395,0.53375785413187,NA,1.95,10.7666666666667,2.61666666666667,NA,"transit_not_in_trek",0.534379225324107,1.95
"R_1QnGyokCgudPL5v","R_31azKpDQ6qViwuL",1002,1,"","DIARY5",2019-02-21,1,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-02-21 09:15:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Other place","Social or entertainment activities (friends/relatives, movie, etc.)","","",NA,NA,TRUE,"160419701002",2019-02-21 10:10:00,55,27.1905820011135,27.2005239401893,30.6727461624115,33.6081036745407,36.4166666666667,534.233333333333,152.233333333333,64.8833333333333,"",27.1905820011135,36.4166666666667
"R_1QnGyokCgudPL5v","R_31azKpDQ6qViwuL",1002,1,"","DIARY5",2019-02-21,2,"Other place","Social or entertainment activities (friends/relatives, movie, etc.)","","",NA,NA,TRUE,"160419701002",2019-02-21 11:00:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",3,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050004011",2019-02-21 11:20:00,20,24.9517815954824,24.956131193828,29.1969895808478,30.6516195418754,30,484.633333333333,140.333333333333,44.2166666666667,"",24.9517815954824,30
"R_1QnGyokCgudPL5v","R_31azKpDQ6qViwuL",1002,1,"","DIARY5",2019-02-21,3,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050004011",2019-02-21 12:05:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",4,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-02-21 12:20:00,15,2.33449156923566,2.30155889604708,2.39973554442058,2.70855702696254,7.76666666666667,46.3,13,19.35,"",2.33449156923566,7.76666666666667
"R_1QnGyokCgudPL5v","R_31azKpDQ6qViwuL",1002,1,"","DIARY5",2019-02-21,4,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-02-21 17:40:00,"Walk","0 (none)",NA,5,"Other place","Work- or school-related activities","","",NA,NA,FALSE,"490050010022",2019-02-21 17:50:00,10,0.502067923327766,0.502067923327766,0.502067923327766,NA,1.68333333333333,9.98333333333333,2.26666666666667,NA,"transit_not_in_trek",0.502067923327766,9.98333333333333
"R_1QnGyokCgudPL5v","R_31azKpDQ6qViwuL",1002,1,"","DIARY5",2019-02-21,5,"Other place","Work- or school-related activities","","",NA,NA,FALSE,"490050010022",2019-02-21 19:30:00,"Car/Van/Truck/SUV Passenger","1","Primary household vehicle",6,"Home","Home activities","","",NA,NA,FALSE,"490050010021",2019-02-21 19:50:00,20,0.502067923327766,0.502067923327766,0.502067923327766,NA,1.65,10.1333333333333,2.51666666666667,NA,"transit_not_in_trek",0.502067923327766,1.65
"R_3oSKRCGxheNdE4s","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-14,1,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 09:30:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-14 09:35:00,5,0.884832577745963,0.884832577745963,1.07062256422493,1.33781217688698,2.98333333333333,17.9666666666667,6.18333333333333,12.0666666666667,"",0.884832577745963,2.98333333333333
"R_3oSKRCGxheNdE4s","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-14,2,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-14 11:45:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 11:50:00,5,0.884832577745963,0.884832577745963,0.883589835361489,1.05011731488109,2.66666666666667,18.1166666666667,5.23333333333333,11.2833333333333,"",0.884832577745963,2.66666666666667
"R_3oSKRCGxheNdE4s","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-14,3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 13:20:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",4,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-14 13:25:00,5,0.884832577745963,0.884832577745963,1.07062256422493,0.96250397677563,2.98333333333333,17.9666666666667,6.18333333333333,12.5166666666667,"",0.884832577745963,2.98333333333333
"R_3oSKRCGxheNdE4s","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-14,4,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-14 16:10:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",5,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 16:25:00,15,0.884832577745963,0.884832577745963,0.883589835361489,1.05011731488109,2.66666666666667,18.1166666666667,5.23333333333333,11.2833333333333,"",0.884832577745963,2.66666666666667
"R_3fpkttuhwgXosGe","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-15,1,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 07:15:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Other place","Civic or religious activities","","",NA,NA,FALSE,"490050013002",2019-01-15 07:35:00,20,9.65610832736817,9.58402926906864,10.0898254195498,9.81331523900421,15.3,187.866666666667,49.4666666666667,44.85,"",9.65610832736817,15.3
"R_3fpkttuhwgXosGe","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-15,2,"Other place","Civic or religious activities","","",NA,NA,FALSE,"490050013002",2019-01-15 10:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-15 10:20:00,20,8.77500397677563,8.77127574962221,10.4551916805854,10.0786407380896,12.9166666666667,171.783333333333,51.3,50.9833333333333,"",8.77500397677563,12.9166666666667
"R_3fpkttuhwgXosGe","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-15,3,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-15 11:45:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",4,"Other place","Civic or religious activities","","",NA,NA,FALSE,"490050010021",2019-01-15 11:50:00,5,0.193246440785811,0.193246440785811,0.193246440785811,NA,0.483333333333333,4.15,0.95,NA,"transit_not_in_trek",0.193246440785811,0.483333333333333
"R_3fpkttuhwgXosGe","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-15,4,"Other place","Civic or religious activities","","",NA,NA,FALSE,"490050010021",2019-01-15 13:25:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",5,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 13:35:00,10,1.07807901853177,1.07807901853177,1.0302334367295,1.30550087489064,3.11666666666667,21.7666666666667,5.76666666666667,11.75,"",1.07807901853177,3.11666666666667
"R_3fpkttuhwgXosGe","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-15,5,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 17:45:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",6,"Other place","Eat meal at restaurant","","",NA,NA,FALSE,"490050005022",2019-01-15 17:55:00,10,0.879240237015828,0.879240237015828,1.03644714865187,1.02277698242265,2.85,17.5333333333333,5.48333333333333,9.26666666666667,"",0.879240237015828,2.85
"R_3fpkttuhwgXosGe","R_a8HK19X41XQe8eJ",1003,1,"","DIARY12",2019-01-15,6,"Other place","Eat meal at restaurant","","",NA,NA,FALSE,"490050005022",2019-01-15 19:25:00,"Car/Van/Truck/SUV Driver","1","Primary household vehicle",7,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 19:30:00,5,0.879240237015828,0.879240237015828,1.03644714865187,1.13275968344866,3,18.0333333333333,5.91666666666667,11.2166666666667,"",0.879240237015828,3
"R_w0Qp7JSdtfRVW8x","R_a8HK19X41XQe8eJ",1003,1,"","DIARY4",2019-01-30,1,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 09:50:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",2,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-30 09:55:00,5,0.884832577745963,0.884832577745963,1.07062256422493,0.96250397677563,2.98333333333333,17.9666666666667,6.18333333333333,12.5166666666667,"",0.884832577745963,2.98333333333333
"R_w0Qp7JSdtfRVW8x","R_a8HK19X41XQe8eJ",1003,1,"","DIARY4",2019-01-30,2,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-30 11:55:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 12:00:00,5,0.884832577745963,0.884832577745963,0.883589835361489,1.05011731488109,2.66666666666667,18.1166666666667,5.23333333333333,11.2833333333333,"",0.884832577745963,2.66666666666667
"R_w0Qp7JSdtfRVW8x","R_a8HK19X41XQe8eJ",1003,1,"","DIARY4",2019-01-30,3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 13:40:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",4,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-30 13:45:00,5,0.884832577745963,0.884832577745963,1.07062256422493,1.33781217688698,2.98333333333333,17.9666666666667,6.18333333333333,11.5666666666667,"",0.884832577745963,2.98333333333333
"R_w0Qp7JSdtfRVW8x","R_a8HK19X41XQe8eJ",1003,1,"","DIARY4",2019-01-30,4,"Primary job","Work activities","","",NA,NA,FALSE,"490050008003",2019-01-30 16:25:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",5,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 16:30:00,5,0.884832577745963,0.884832577745963,0.883589835361489,1.05011731488109,2.66666666666667,18.1166666666667,5.23333333333333,11.2833333333333,"",0.884832577745963,2.66666666666667
"R_w0Qp7JSdtfRVW8x","R_a8HK19X41XQe8eJ",1003,1,"","DIARY4",2019-01-30,5,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 17:05:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",6,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050004011",2019-01-30 17:10:00,5,1.51552433786686,1.45028036268194,1.51800982263581,1.60873001670246,5.26666666666667,28.55,6.66666666666667,11.2666666666667,"",1.51552433786686,5.26666666666667
"R_w0Qp7JSdtfRVW8x","R_a8HK19X41XQe8eJ",1003,1,"","DIARY4",2019-01-30,6,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050004011",2019-01-30 17:15:00,"Car/Van/Truck/SUV Driver","0 (none)","Primary household vehicle",7,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 17:20:00,5,1.55467072297781,1.45028036268194,1.51738845144357,1.90698818897638,5.8,29.1833333333333,7.18333333333333,15.1666666666667,"",1.55467072297781,5.8
"R_2Pna2gRhbPHe9dj","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-14,1,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 11:15:00,"Car/Van/Truck/SUV Driver","1","Other household vehicle (please describe)",2,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050007022",2019-01-14 11:30:00,15,1.53416547363398,1.32538475304223,1.88461882605583,2.00205798138869,6.58333333333333,29.7,13.7333333333333,16.6333333333333,"",1.53416547363398,6.58333333333333
"R_2Pna2gRhbPHe9dj","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-14,2,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050007022",2019-01-14 11:40:00,"Car/Van/Truck/SUV Driver","1","Other household vehicle (please describe)",3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 11:50:00,10,1.53416547363398,1.32538475304223,1.37509444842122,3.33924878708343,6.78333333333333,24.9833333333333,5.98333333333333,19.65,"",1.53416547363398,6.78333333333333
"R_2Pna2gRhbPHe9dj","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-14,3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 13:00:00,"Car/Van/Truck/SUV Driver","1","Other household vehicle (please describe)",4,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050005012",2019-01-14 13:10:00,10,0.910308796627694,0.884832577745963,0.884832577745963,1.0302334367295,3.46666666666667,17.5666666666667,4.81666666666667,10.8833333333333,"",0.910308796627694,3.46666666666667
"R_2Pna2gRhbPHe9dj","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-14,4,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050005012",2019-01-14 13:15:00,"Car/Van/Truck/SUV Driver","0 (none)","Other household vehicle (please describe)",5,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-14 13:20:00,5,0.914037023781118,0.884832577745963,0.884832577745963,1.02774795196055,3.35,18,5.25,14.4166666666667,"",0.914037023781118,3.35
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,1,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 11:15:00,"Car/Van/Truck/SUV Passenger","1","Other household vehicle (please describe)",2,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050007022",2019-01-15 11:25:00,10,1.53416547363398,1.32538475304223,1.88461882605583,2.00205798138869,6.58333333333333,29.7,13.7333333333333,16.6333333333333,"",1.53416547363398,6.58333333333333
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,2,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050007022",2019-01-15 11:40:00,"Car/Van/Truck/SUV Passenger","1","Other household vehicle (please describe)",3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 11:50:00,10,1.53416547363398,1.32538475304223,1.37509444842122,3.33924878708343,6.78333333333333,24.9833333333333,5.98333333333333,19.65,"",1.53416547363398,6.78333333333333
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,3,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 13:15:00,"Car/Van/Truck/SUV Passenger","1","Other household vehicle (please describe)",4,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050005012",2019-01-15 13:20:00,5,0.910308796627694,0.884832577745963,0.884832577745963,1.13773065298656,3.46666666666667,17.5666666666667,4.81666666666667,13.6666666666667,"",0.910308796627694,3.46666666666667
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,4,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050005012",2019-01-15 13:30:00,"Car/Van/Truck/SUV Passenger","0 (none)","Other household vehicle (please describe)",5,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050006002",2019-01-15 13:40:00,10,1.55715620774676,1.51863119382804,1.52919450409608,1.63047800843076,5.3,30.5833333333333,8.26666666666667,16.0666666666667,"",1.55715620774676,5.3
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,5,"Other place","Shopping (groceries, clothing, convenience store, etc)","","",NA,NA,FALSE,"490050006002",2019-01-15 13:40:00,"Car/Van/Truck/SUV Passenger","0 (none)","Other household vehicle (please describe)",6,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 13:40:00,0,0.644361926350115,0.644361926350115,0.644361926350115,0.711470015111747,2.1,12.7166666666667,3.01666666666667,7.1,"",0.644361926350115,2.1
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,6,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 13:45:00,"Car/Van/Truck/SUV Passenger","0 (none)","Other household vehicle (please describe)",7,"Other place","Other errands or appointments (bank, professional office, doctor/dentist, etc.)","","",NA,NA,FALSE,"490050004011",2019-01-15 13:55:00,10,2.20711047482701,2.20462499005806,2.20711047482701,4.25514992444126,5.86666666666667,43.1833333333333,10.2666666666667,14.0166666666667,"",2.20711047482701,5.86666666666667
"R_2BwW2xz3Dr9JIL8","R_a8HK19X41XQe8eJ",1003,2,"","DIARY12",2019-01-15,7,"Other place","Other errands or appointments (bank, professional office, doctor/dentist, etc.)","","",NA,NA,FALSE,"490050004011",2019-01-15 15:55:00,"Car/Van/Truck/SUV Passenger","0 (none)","Other household vehicle (please describe)",8,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-15 16:05:00,10,2.23507217847769,2.20462499005806,2.23507217847769,2.23817903443888,5.83333333333333,43.7666666666667,10.5833333333333,12.4666666666667,"",2.23507217847769,5.83333333333333
"R_TnGDnOMcS2jZsqt","R_a8HK19X41XQe8eJ",1003,2,"","DIARY4",2019-01-30,1,"Home","Home activities","","",NA,NA,FALSE,"490050006003",2019-01-30 11:00:00,"Car/Van/Truck/SUV Driver","0 (none)","Other household vehicle (please describe)",2,"Other place","Other errands or appointments (bank, professional office, doctor/dentist, etc.)","","",NA,NA,FALSE,"490050008003",2019-01-30 11:05:00,5,0.554884474667939,0.451115485564304,0.451115485564304,NA,2.71666666666667,8.83333333333333,2.01666666666667,NA,"transit_not_in_trek",0.554884474667939,2.71666666666667
"R_TnGDnOMcS2jZsqt","R_a8HK19X41XQe8eJ",1003,2,"","DIARY4",2019-01-30,2,"Other place","Other errands or appointments (bank, professional office, doctor/dentist, etc.)","","",NA,NA,FALSE,"490050008003",2019-01-30 11:15:00,"Car/Van/Truck/SUV Driver","0 (none)","Other household vehicle (please describe)",3,"Other place","Drop off or pick up passenger(s)","","",NA,NA,TRUE,"490050007022",2019-01-30 11:30:00,15,2.16609997613935,1.51055336832896,1.86287083432753,2.12819633341287,7.28333333333333,33.3,14.0833333333333,14.8,"",2.16609997613935,7.28333333333333
